"date","datatype","station","value","fl_m","fl_q","fl_so","fl_t","units"
"2017-08-27T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2017-08-28T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-08-29T00:00:00","PRCP","GHCND:AR000875850",30,"","","S","","mm_tenths"
"2017-08-30T00:00:00","PRCP","GHCND:AR000875850",3,"","","S","","mm_tenths"
"2017-08-31T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-09-03T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2017-09-04T00:00:00","PRCP","GHCND:AR000875850",79,"","","S","","mm_tenths"
"2017-09-05T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-09-09T00:00:00","PRCP","GHCND:AR000875850",480,"","","S","","mm_tenths"
"2017-09-10T00:00:00","PRCP","GHCND:AR000875850",589,"","","S","","mm_tenths"
"2017-09-11T00:00:00","PRCP","GHCND:AR000875850",249,"","","S","","mm_tenths"
"2017-09-12T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-09-21T00:00:00","PRCP","GHCND:AR000875850",99,"","","S","","mm_tenths"
"2017-09-22T00:00:00","PRCP","GHCND:AR000875850",160,"","","S","","mm_tenths"
"2017-09-23T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-09-27T00:00:00","PRCP","GHCND:AR000875850",201,"","","S","","mm_tenths"
"2017-09-28T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-10-01T00:00:00","PRCP","GHCND:AR000875850",490,"","","S","","mm_tenths"
"2017-10-02T00:00:00","PRCP","GHCND:AR000875850",61,"","","S","","mm_tenths"
"2017-10-03T00:00:00","PRCP","GHCND:AR000875850",3,"","","S","","mm_tenths"
"2017-10-04T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-10-09T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2017-10-10T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-10-11T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-10-12T00:00:00","PRCP","GHCND:AR000875850",150,"","","S","","mm_tenths"
"2017-10-13T00:00:00","PRCP","GHCND:AR000875850",10,"","","S","","mm_tenths"
"2017-10-14T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-10-19T00:00:00","PRCP","GHCND:AR000875850",99,"","","S","","mm_tenths"
"2017-10-20T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-10-21T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-10-22T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2017-10-23T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-10-24T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-10-27T00:00:00","PRCP","GHCND:AR000875850",89,"","","S","","mm_tenths"
"2017-10-28T00:00:00","PRCP","GHCND:AR000875850",8,"","","S","","mm_tenths"
"2017-10-29T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-10-30T00:00:00","PRCP","GHCND:AR000875850",279,"","","S","","mm_tenths"
"2017-10-31T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-11-08T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-11-16T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2017-11-17T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-11-20T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-11-21T00:00:00","PRCP","GHCND:AR000875850",191,"","","S","","mm_tenths"
"2017-11-22T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-11-23T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-11-24T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-12-03T00:00:00","PRCP","GHCND:AR000875850",3,"","","S","","mm_tenths"
"2017-12-04T00:00:00","PRCP","GHCND:AR000875850",160,"","","S","","mm_tenths"
"2017-12-05T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-12-07T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-12-08T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-12-14T00:00:00","PRCP","GHCND:AR000875850",30,"","","S","","mm_tenths"
"2017-12-15T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-12-17T00:00:00","PRCP","GHCND:AR000875850",480,"","","S","","mm_tenths"
"2017-12-18T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-12-19T00:00:00","PRCP","GHCND:AR000875850",3,"","","S","","mm_tenths"
"2017-12-20T00:00:00","PRCP","GHCND:AR000875850",119,"","","S","","mm_tenths"
"2017-12-21T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-12-22T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2017-12-23T00:00:00","PRCP","GHCND:AR000875850",109,"","","S","","mm_tenths"
"2017-12-24T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-12-27T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2017-12-31T00:00:00","PRCP","GHCND:AR000875850",41,"","","S","","mm_tenths"
"2018-01-14T00:00:00","PRCP","GHCND:AR000875850",150,"","","S","","mm_tenths"
"2018-01-15T00:00:00","PRCP","GHCND:AR000875850",10,"","","S","","mm_tenths"
"2018-01-16T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-01-18T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-01-19T00:00:00","PRCP","GHCND:AR000875850",10,"","","S","","mm_tenths"
"2018-01-20T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-01-23T00:00:00","PRCP","GHCND:AR000875850",8,"","","S","","mm_tenths"
"2018-01-24T00:00:00","PRCP","GHCND:AR000875850",61,"","","S","","mm_tenths"
"2018-01-25T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-01-26T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-01-27T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-01-28T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-02-09T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2018-02-10T00:00:00","PRCP","GHCND:AR000875850",150,"","","S","","mm_tenths"
"2018-02-11T00:00:00","PRCP","GHCND:AR000875850",89,"","","S","","mm_tenths"
"2018-02-12T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-02-19T00:00:00","PRCP","GHCND:AR000875850",221,"","","S","","mm_tenths"
"2018-02-20T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2018-02-21T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-02-22T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2018-02-23T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-03-01T00:00:00","PRCP","GHCND:AR000875850",3,"","","S","","mm_tenths"
"2018-03-02T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-03-15T00:00:00","PRCP","GHCND:AR000875850",191,"","","S","","mm_tenths"
"2018-03-16T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-03-17T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-03-18T00:00:00","PRCP","GHCND:AR000875850",290,"","","S","","mm_tenths"
"2018-03-19T00:00:00","PRCP","GHCND:AR000875850",30,"","","S","","mm_tenths"
"2018-03-20T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-03-23T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-03-24T00:00:00","PRCP","GHCND:AR000875850",119,"","","S","","mm_tenths"
"2018-03-25T00:00:00","PRCP","GHCND:AR000875850",71,"","","S","","mm_tenths"
"2018-03-26T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-04-06T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-04-07T00:00:00","PRCP","GHCND:AR000875850",521,"","","S","","mm_tenths"
"2018-04-08T00:00:00","PRCP","GHCND:AR000875850",41,"","","S","","mm_tenths"
"2018-04-09T00:00:00","PRCP","GHCND:AR000875850",61,"","","S","","mm_tenths"
"2018-04-10T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-04-12T00:00:00","PRCP","GHCND:AR000875850",191,"","","S","","mm_tenths"
"2018-04-13T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-04-20T00:00:00","PRCP","GHCND:AR000875850",51,"","","S","","mm_tenths"
"2018-04-21T00:00:00","PRCP","GHCND:AR000875850",211,"","","S","","mm_tenths"
"2018-04-22T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-04-23T00:00:00","PRCP","GHCND:AR000875850",180,"","","S","","mm_tenths"
"2018-04-24T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-04-25T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2018-04-26T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-04-28T00:00:00","PRCP","GHCND:AR000875850",71,"","","S","","mm_tenths"
"2018-04-29T00:00:00","PRCP","GHCND:AR000875850",1080,"","","S","","mm_tenths"
"2018-04-30T00:00:00","PRCP","GHCND:AR000875850",221,"","","S","","mm_tenths"
"2018-05-01T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-05-02T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2018-05-03T00:00:00","PRCP","GHCND:AR000875850",119,"","","S","","mm_tenths"
"2018-05-04T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-05-05T00:00:00","PRCP","GHCND:AR000875850",41,"","","S","","mm_tenths"
"2018-05-06T00:00:00","PRCP","GHCND:AR000875850",51,"","","S","","mm_tenths"
"2018-05-07T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-05-08T00:00:00","PRCP","GHCND:AR000875850",61,"","","S","","mm_tenths"
"2018-05-09T00:00:00","PRCP","GHCND:AR000875850",490,"","","S","","mm_tenths"
"2018-05-10T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-05-11T00:00:00","PRCP","GHCND:AR000875850",671,"","","S","","mm_tenths"
"2018-05-12T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-05-17T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-05-18T00:00:00","PRCP","GHCND:AR000875850",51,"","","S","","mm_tenths"
"2018-05-19T00:00:00","PRCP","GHCND:AR000875850",89,"","","S","","mm_tenths"
"2018-05-20T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-05-29T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2018-05-30T00:00:00","PRCP","GHCND:AR000875850",439,"","","S","","mm_tenths"
"2018-05-31T00:00:00","PRCP","GHCND:AR000875850",41,"","","S","","mm_tenths"
"2018-06-01T00:00:00","PRCP","GHCND:AR000875850",89,"","","S","","mm_tenths"
"2018-06-02T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-06-04T00:00:00","PRCP","GHCND:AR000875850",3,"","","S","","mm_tenths"
"2018-06-05T00:00:00","PRCP","GHCND:AR000875850",10,"","","S","","mm_tenths"
"2018-06-06T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-06-12T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-06-13T00:00:00","PRCP","GHCND:AR000875850",51,"","","S","","mm_tenths"
"2018-06-14T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-06-21T00:00:00","PRCP","GHCND:AR000875850",3,"","","S","","mm_tenths"
"2018-06-22T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-06-23T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-07-02T00:00:00","PRCP","GHCND:AR000875850",3,"","","S","","mm_tenths"
"2018-07-03T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-07-04T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-07-05T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-07-07T00:00:00","PRCP","GHCND:AR000875850",109,"","","S","","mm_tenths"
"2018-07-08T00:00:00","PRCP","GHCND:AR000875850",71,"","","S","","mm_tenths"
"2018-07-09T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-07-10T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-07-11T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-07-18T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2018-07-19T00:00:00","PRCP","GHCND:AR000875850",160,"","","S","","mm_tenths"
"2018-07-20T00:00:00","PRCP","GHCND:AR000875850",239,"","","S","","mm_tenths"
"2018-07-21T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2018-07-22T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-07-26T00:00:00","PRCP","GHCND:AR000875850",439,"","","S","","mm_tenths"
"2018-07-27T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2018-07-28T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2018-07-29T00:00:00","PRCP","GHCND:AR000875850",180,"","","S","","mm_tenths"
"2018-07-30T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-07-31T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-08-04T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2018-08-05T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-08-08T00:00:00","PRCP","GHCND:AR000875850",119,"","","S","","mm_tenths"
"2018-08-09T00:00:00","PRCP","GHCND:AR000875850",99,"","","S","","mm_tenths"
"2018-08-10T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-08-12T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-08-14T00:00:00","PRCP","GHCND:AR000875850",51,"","","S","","mm_tenths"
"2018-08-15T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-08-19T00:00:00","PRCP","GHCND:AR000875850",109,"","","S","","mm_tenths"
"2018-08-20T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-08-21T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-08-27T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-08-30T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-08-31T00:00:00","PRCP","GHCND:AR000875850",140,"","","S","","mm_tenths"
"2018-09-01T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-09-10T00:00:00","PRCP","GHCND:AR000875850",41,"","","S","","mm_tenths"
"2018-09-11T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-09-14T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-09-15T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-09-16T00:00:00","PRCP","GHCND:AR000875850",109,"","","S","","mm_tenths"
"2018-09-19T00:00:00","PRCP","GHCND:AR000875850",279,"","","S","","mm_tenths"
"2018-09-20T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-09-27T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-09-28T00:00:00","PRCP","GHCND:AR000875850",99,"","","S","","mm_tenths"
"2018-09-29T00:00:00","PRCP","GHCND:AR000875850",79,"","","S","","mm_tenths"
"2018-09-30T00:00:00","PRCP","GHCND:AR000875850",480,"","","S","","mm_tenths"
"2018-10-01T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2018-10-02T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-10-09T00:00:00","PRCP","GHCND:AR000875850",71,"","","S","","mm_tenths"
"2018-10-10T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-10-12T00:00:00","PRCP","GHCND:AR000875850",41,"","","S","","mm_tenths"
"2018-10-13T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-10-18T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2018-10-19T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-10-20T00:00:00","PRCP","GHCND:AR000875850",30,"","","S","","mm_tenths"
"2018-10-21T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2018-10-22T00:00:00","PRCP","GHCND:AR000875850",10,"","","S","","mm_tenths"
"2018-10-23T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-10-24T00:00:00","PRCP","GHCND:AR000875850",10,"","","S","","mm_tenths"
"2018-10-25T00:00:00","PRCP","GHCND:AR000875850",41,"","","S","","mm_tenths"
"2018-10-26T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-10-27T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-10-30T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2018-10-31T00:00:00","PRCP","GHCND:AR000875850",61,"","","S","","mm_tenths"
"2018-11-01T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-11-03T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2018-11-04T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-11-10T00:00:00","PRCP","GHCND:AR000875850",419,"","","S","","mm_tenths"
"2018-11-11T00:00:00","PRCP","GHCND:AR000875850",820,"","","S","","mm_tenths"
"2018-11-12T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-11-13T00:00:00","PRCP","GHCND:AR000875850",340,"","","S","","mm_tenths"
"2018-11-14T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-11-16T00:00:00","PRCP","GHCND:AR000875850",99,"","","S","","mm_tenths"
"2018-11-23T00:00:00","PRCP","GHCND:AR000875850",30,"","","S","","mm_tenths"
"2018-11-24T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-11-28T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-11-29T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-11-30T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-12-01T00:00:00","PRCP","GHCND:AR000875850",130,"","","S","","mm_tenths"
"2018-12-02T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-12-10T00:00:00","PRCP","GHCND:AR000875850",61,"","","S","","mm_tenths"
"2018-12-11T00:00:00","PRCP","GHCND:AR000875850",30,"","","S","","mm_tenths"
"2018-12-12T00:00:00","PRCP","GHCND:AR000875850",119,"","","S","","mm_tenths"
"2018-12-13T00:00:00","PRCP","GHCND:AR000875850",8,"","","S","","mm_tenths"
"2018-12-14T00:00:00","PRCP","GHCND:AR000875850",1011,"","","S","","mm_tenths"
"2018-12-15T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-12-17T00:00:00","PRCP","GHCND:AR000875850",800,"","","S","","mm_tenths"
"2018-12-18T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-12-19T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2018-12-20T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-12-21T00:00:00","PRCP","GHCND:AR000875850",559,"","","S","","mm_tenths"
"2018-12-22T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2018-12-29T00:00:00","PRCP","GHCND:AR000875850",239,"","","S","","mm_tenths"
"2018-12-30T00:00:00","PRCP","GHCND:AR000875850",310,"","","S","","mm_tenths"
"2018-12-31T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-02T00:00:00","PRCP","GHCND:AR000875850",20,"","","S","","mm_tenths"
"2019-01-03T00:00:00","PRCP","GHCND:AR000875850",89,"","","S","","mm_tenths"
"2019-01-04T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-06T00:00:00","PRCP","GHCND:AR000875850",10,"","","S","","mm_tenths"
"2019-01-07T00:00:00","PRCP","GHCND:AR000875850",41,"","","S","","mm_tenths"
"2019-01-08T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-09T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-10T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-11T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2019-01-12T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-13T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-14T00:00:00","PRCP","GHCND:AR000875850",41,"","","S","","mm_tenths"
"2019-01-15T00:00:00","PRCP","GHCND:AR000875850",51,"","","S","","mm_tenths"
"2019-01-16T00:00:00","PRCP","GHCND:AR000875850",391,"","","S","","mm_tenths"
"2019-01-17T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-18T00:00:00","PRCP","GHCND:AR000875850",41,"","","S","","mm_tenths"
"2019-01-19T00:00:00","PRCP","GHCND:AR000875850",5,"","","S","","mm_tenths"
"2019-01-20T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-25T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-26T00:00:00","PRCP","GHCND:AR000875850",269,"","","S","","mm_tenths"
"2019-01-27T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-01-30T00:00:00","PRCP","GHCND:AR000875850",391,"","","S","","mm_tenths"
"2019-01-31T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-02-23T00:00:00","PRCP","GHCND:AR000875850",224,"D","","S","","mm_tenths"
"2019-03-15T00:00:00","PRCP","GHCND:AR000875850",0,"","","S","","mm_tenths"
"2019-04-27T00:00:00","PRCP","GHCND:AR000875850",119,"D","","S","","mm_tenths"
"2019-06-16T00:00:00","PRCP","GHCND:AR000875850",442,"D","","S","","mm_tenths"
"2019-06-17T00:00:00","PRCP","GHCND:AR000875850",221,"D","","S","","mm_tenths"
"2019-07-12T00:00:00","PRCP","GHCND:AR000875850",442,"D","","S","","mm_tenths"
"2019-07-26T00:00:00","PRCP","GHCND:AR000875850",198,"D","","S","","mm_tenths"
"2019-10-16T00:00:00","PRCP","GHCND:AR000875850",119,"D","","S","","mm_tenths"
